Date,Person_ID,Age,Gender,Sleep Start Time,Sleep End Time,Total Sleep Hours,Sleep Quality,Exercise (mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Productivity Score,Mood Score,Stress Level
4/20/2024,6755,29,Male,21.17,5.18,8.02,9,42,35,129,6.352569273,4,5,1
3/9/2024,5599,33,Female,22.28,6.35,8.06,3,81,3,114,11.41817156,9,5,4
5/14/2024,2109,37,Female,22.05,5.05,7,4,34,242,172,9.086319478,6,4,1
1/28/2024,9278,43,Male,23.6,8.16,8.56,1,7,127,130,8.546720307,6,4,9
10/6/2024,6419,59,Female,23.13,3.69,4.56,8,29,277,80,9.452208239,7,1,1
4/11/2024,6783,57,Male,20.68,1.53,4.85,7,84,277,71,4.330807142,4,8,3
5/27/2024,2806,31,Female,23.38,7.34,7.96,9,76,221,159,4.145997208,9,1,7
3/12/2024,1224,42,Male,22.65,5.89,7.24,1,45,0,165,11.97738502,6,3,10
6/9/2024,7927,41,Female,23.93,8.06,8.13,6,2,255,167,6.80199424,8,3,8
4/18/2024,9875,29,Female,20.45,2.29,5.84,4,37,186,169,9.565121726,8,9,2
2/10/2024,7589,19,Female,23.53,4.8,5.27,8,4,115,149,9.819485899,6,9,5
11/25/2024,9810,18,Female,20.22,2.29,6.07,2,63,16,178,8.327064024,8,9,4
9/18/2024,7686,58,Female,23.88,7.58,7.7,2,86,229,22,5.453145892,9,7,2
10/27/2024,4934,31,Male,21.55,6.01,8.46,6,50,255,41,4.355072763,5,2,6
4/16/2024,1245,56,Male,23.95,6.54,6.59,9,22,179,153,6.493663296,7,2,1
4/8/2024,9846,20,Female,22.27,6.9,8.63,3,48,148,87,10.99817066,8,4,8
8/10/2024,7701,56,Male,20.17,4.82,8.65,1,64,290,162,10.63322128,8,1,4
2/18/2024,1768,44,Male,22.88,7.61,8.73,5,3,83,21,7.349384314,6,10,7
10/18/2024,8647,39,Male,22.08,6.43,8.34,3,49,73,73,7.449364886,7,6,10
5/11/2024,1760,53,Female,20.12,2.9,6.78,4,20,63,103,10.91100862,5,5,6
5/20/2024,5632,19,Female,20.67,5.53,8.86,7,24,160,26,7.389873577,6,8,8
6/28/2024,1773,27,Female,23.2,8.33,9.13,1,71,196,101,8.733715607,5,6,10
4/17/2024,5122,28,Female,22.6,4.35,5.75,8,74,105,119,10.89414918,10,1,4
1/12/2024,5412,58,Male,23.32,7.77,8.45,7,78,72,67,7.852769388,6,3,10
5/11/2024,2994,36,Male,22.43,3.87,5.43,5,47,281,73,10.36408368,7,7,10
6/13/2024,3513,50,Female,21.45,2.12,4.67,5,86,233,144,6.762674529,5,4,7
11/20/2024,6758,42,Male,23.1,4.07,4.97,4,21,265,95,10.68015367,7,3,10
12/26/2024,2107,40,Male,22.15,3.17,5.02,4,79,49,147,8.026213759,5,10,10
11/17/2024,2059,20,Male,23.35,4.44,5.09,10,44,43,90,8.631332261,6,3,3
11/13/2024,8693,19,Female,23.33,3.84,4.51,1,38,24,171,5.385660503,3,6,3
10/16/2024,7697,25,Female,20.23,2.81,6.57,5,66,234,170,9.372268232,9,3,3
3/26/2024,5645,32,Male,22.57,7.71,9.14,2,87,174,147,6.816743837,9,5,6
12/15/2024,7034,28,Female,21.1,2.65,5.55,2,19,49,101,11.53906763,4,5,4
10/5/2024,4646,23,Female,23.6,6.59,6.99,8,27,52,37,9.379475216,2,5,4
5/28/2024,6262,20,Male,22.53,7.46,8.93,9,89,164,139,6.001648906,8,2,2
8/5/2024,8124,35,Male,23.13,6.1,6.96,6,82,248,47,7.254438408,7,7,4
7/6/2024,8504,47,Male,21.47,4.32,6.85,9,72,39,49,10.73207225,6,2,3
10/26/2024,6926,22,Male,23.68,8.25,8.57,8,85,179,88,8.593828915,9,10,10
4/26/2024,5597,48,Male,20.58,6.01,9.43,8,23,220,172,6.34006156,10,8,3
5/29/2024,7943,58,Male,21.77,5,7.24,6,82,44,96,4.318491516,10,7,10
2/4/2024,7702,39,Male,21.28,4.02,6.74,5,20,13,90,4.33867594,7,3,10
4/11/2024,1215,48,Male,21.82,5.77,7.95,2,4,83,51,5.842007366,8,6,1
4/19/2024,8495,33,Male,20.15,4.49,8.34,4,86,178,154,9.614038084,9,4,3
12/5/2024,4008,42,Male,22.17,4,5.83,7,0,288,69,9.588488201,6,10,3
4/9/2024,2394,48,Male,23.03,4.07,5.03,6,27,176,86,10.20515571,6,6,3
8/4/2024,9964,47,Male,23.37,4.76,5.39,6,81,93,28,6.893131565,7,3,6
5/14/2024,6003,33,Female,21.7,6.34,8.64,3,76,107,73,4.403994755,8,1,7
7/15/2024,2353,18,Male,23.63,8.15,8.51,1,86,178,147,5.737316128,8,7,9
2/4/2024,7087,24,Female,21.42,6.68,9.26,3,22,94,63,11.38748916,10,1,9
6/2/2024,2446,55,Female,21.3,5.34,8.04,4,74,117,60,7.422176816,4,6,1
7/10/2024,7802,32,Female,23.13,6.54,7.4,2,37,25,91,7.996531707,3,9,5
5/31/2024,5273,47,Female,23.73,5.65,5.92,3,36,259,14,11.68975144,9,3,2
8/4/2024,5088,52,Male,21.73,4.7,6.97,4,70,213,81,10.18387804,6,7,8
10/16/2024,8102,21,Female,22.83,6.28,7.45,8,68,138,28,5.30568158,7,1,3
7/19/2024,6445,50,Male,20.1,4.61,8.51,6,44,292,148,8.724782351,6,8,5
10/11/2024,7156,18,Male,21.6,4.36,6.76,5,47,182,110,11.60868641,6,10,3
4/27/2024,2619,28,Female,23.07,4.11,5.04,1,75,128,162,5.199348893,4,9,6
7/27/2024,5749,37,Female,23.53,7.08,7.55,8,19,221,165,8.287480631,8,10,2
4/10/2024,8177,33,Male,23.42,8.49,9.07,4,77,279,26,11.51428437,8,8,1
2/26/2024,7124,55,Female,23.87,9.12,9.25,2,26,86,144,7.592458915,7,2,5
9/29/2024,2647,23,Male,23.2,8.52,9.32,4,57,116,53,6.424602935,7,4,5
8/11/2024,4677,45,Male,23.93,9.19,9.26,6,40,171,156,11.2673365,9,4,2
12/22/2024,2368,58,Male,22.65,6.05,7.4,4,78,108,59,10.48465947,5,2,8
6/1/2024,3456,30,Male,23.52,6.85,7.34,8,61,27,115,5.120265412,6,1,2
11/19/2024,6276,55,Male,23,8.09,9.09,3,0,28,178,6.936652536,9,3,3
3/26/2024,5715,59,Male,23.23,5.61,6.37,10,68,184,147,10.68010137,5,3,3
7/22/2024,3934,40,Female,23.43,7.46,8.02,2,65,176,18,11.44091919,7,3,4
2/22/2024,1436,19,Male,22.18,3.4,5.22,5,8,70,16,7.879587518,6,7,3
10/26/2024,3097,43,Male,22.9,5.1,6.2,6,48,71,1,7.456521119,8,4,5
2/28/2024,1816,23,Male,20.98,4,7.02,5,18,174,159,11.72054737,6,5,2
5/21/2024,5239,50,Male,21.8,6.47,8.67,3,38,160,28,6.689282062,9,1,4
10/24/2024,5661,49,Female,21.08,2.77,5.69,6,53,204,109,4.403336045,5,1,9
5/21/2024,1903,30,Male,20.42,5.88,9.46,9,82,242,111,8.57716647,5,5,4
12/6/2024,8496,58,Male,23.15,4.46,5.31,9,50,207,176,9.010418659,5,3,6
5/29/2024,6323,47,Male,23.3,6.36,7.06,2,77,182,58,10.38878118,9,10,9
2/4/2024,2166,39,Male,20.48,2.89,6.4,9,85,168,130,7.751283881,8,1,9
6/10/2024,2914,35,Male,20.1,4.09,7.99,1,12,268,41,10.79201241,5,10,5
6/21/2024,1940,46,Female,21.07,2.07,5.01,9,19,71,69,10.59356764,5,7,4
5/29/2024,6692,26,Female,21.47,5.31,7.85,2,30,287,8,10.71332066,8,8,4
3/26/2024,4457,36,Female,22.07,4.23,6.16,10,64,281,17,5.134694636,6,1,7
8/5/2024,3200,31,Male,21.45,5.94,8.49,6,34,286,97,6.692608334,4,1,1
9/22/2024,1498,59,Female,20.58,3.6,7.02,8,74,5,131,9.33765644,7,8,5
4/2/2024,9974,38,Female,22.45,3.08,4.63,3,47,166,66,11.54703775,4,2,2
2/4/2024,5961,53,Male,21.05,5.65,8.6,7,17,59,85,10.71452598,7,4,3
1/13/2024,2530,33,Male,22.63,7.24,8.61,9,64,295,173,9.717007067,6,7,10
7/18/2024,6867,53,Female,22.43,6.01,7.58,3,21,174,35,6.161006463,9,2,10
1/23/2024,3398,45,Male,22,2.52,4.52,8,79,22,176,10.24510955,7,5,3
5/18/2024,2225,29,Male,21.48,5.48,8,6,74,174,38,8.223217001,5,9,10
9/16/2024,5387,52,Female,21.98,6.14,8.16,5,51,168,53,11.0287234,8,9,5
1/10/2024,7051,31,Female,23.55,4.4,4.85,10,80,99,162,10.13859943,5,6,7
10/14/2024,4462,46,Male,20.9,2.67,5.77,7,58,254,71,4.832868656,5,3,3
7/27/2024,8101,58,Male,20.83,1.89,5.06,6,88,138,59,8.841137574,6,1,2
12/10/2024,5722,27,Female,22.78,4.31,5.53,4,31,193,59,11.8460236,7,3,1
10/7/2024,5979,19,Female,20.58,1.87,5.29,9,35,232,37,5.97764859,6,9,2
7/6/2024,7909,55,Female,20.75,4.06,7.31,6,74,1,24,7.991302986,5,8,4
7/3/2024,2925,44,Male,21.57,3.75,6.18,2,37,261,125,8.576129132,9,5,9
1/28/2024,4615,42,Male,22.98,8.48,9.49,5,30,8,66,8.293746793,6,10,3
3/23/2024,6448,45,Female,21.83,3.22,5.39,1,3,259,102,5.831156839,5,7,4
10/20/2024,8030,39,Female,22.93,5.9,6.96,7,31,256,44,9.372849529,7,6,6
11/15/2024,6349,49,Male,22.32,7.25,8.94,5,79,101,116,10.46246452,5,8,1
12/23/2024,1345,45,Female,21.67,4.98,7.32,8,86,107,41,4.831550205,4,5,8
9/25/2024,5405,59,Male,21.2,4.4,7.2,4,69,260,145,6.588903742,5,7,7
11/23/2024,2309,52,Male,22.65,8.1,9.45,7,16,11,145,6.01975438,7,3,3
5/25/2024,8942,57,Female,21.95,5.14,7.19,1,51,284,148,8.277287385,9,10,3
2/19/2024,9973,53,Male,20.32,2.78,6.47,4,66,220,166,9.658706019,7,1,5
11/5/2024,6831,58,Male,22.83,5.06,6.23,1,20,114,62,4.331993337,7,1,6
10/13/2024,5773,29,Male,20.95,4.46,7.51,5,21,59,124,5.939010681,4,6,10
5/21/2024,3062,56,Male,22.97,4.57,5.61,3,38,277,100,5.974961972,4,3,3
11/30/2024,8043,54,Male,22.78,3.4,4.62,9,8,51,144,4.911786017,6,5,10
12/17/2024,6132,22,Female,20.83,2.72,5.88,5,59,287,172,7.157417281,4,4,5
4/17/2024,7176,40,Male,21.87,3.63,5.77,1,59,89,89,10.49964942,9,4,5
11/2/2024,3112,32,Female,23.58,9.02,9.43,5,62,170,1,9.351193362,7,1,9
12/18/2024,8796,45,Male,23.4,7.75,8.35,6,28,105,118,9.046466146,6,1,8
7/26/2024,5016,50,Male,22.57,3.41,4.84,4,15,47,31,8.469543412,5,5,2
7/21/2024,2958,18,Female,22.3,4.02,5.72,1,31,291,151,10.34966266,7,5,4
6/2/2024,2447,20,Female,20.52,4.54,8.03,6,72,281,129,10.86424436,5,6,3
10/27/2024,7797,58,Female,21.98,4.85,6.87,3,74,10,162,6.369683518,6,1,3
9/17/2024,9718,18,Male,20.1,2.39,6.29,10,65,119,132,5.083275325,9,2,10
8/9/2024,6532,47,Female,20.27,4.31,8.04,6,27,224,61,8.777023283,7,7,6
7/8/2024,8803,37,Male,22.73,5.56,6.82,9,64,245,78,7.409851666,4,6,5
6/12/2024,6600,40,Male,21.38,2.42,5.04,7,80,229,124,10.50484038,5,2,2
4/4/2024,8496,20,Female,21.8,6.52,8.72,7,40,128,53,11.50655759,8,5,7
4/1/2024,4146,39,Female,22.1,4.19,6.09,4,72,101,18,8.612171863,6,6,7
4/22/2024,4726,56,Male,21.17,4.5,7.34,1,72,298,130,10.90459199,5,3,5
9/22/2024,9084,38,Male,23.53,6.06,6.52,2,23,135,77,5.866049082,4,6,6
7/8/2024,7008,57,Male,20.67,5.56,8.9,7,87,140,84,8.82106337,7,7,2
10/23/2024,5718,32,Female,22.08,2.91,4.83,5,56,203,156,7.389473642,9,2,7
3/15/2024,6419,34,Male,21.33,6.5,9.17,6,73,27,139,11.56258522,8,5,8
12/2/2024,2650,25,Female,21.25,3.64,6.39,4,59,7,34,10.57505187,8,4,9
10/10/2024,8491,49,Female,21.13,2.47,5.34,4,52,190,111,8.430614555,6,3,9
1/1/2024,5963,27,Female,22.63,3.76,5.13,3,37,83,179,8.98862409,7,7,7
5/18/2024,1193,43,Male,22.2,6.2,8,4,41,209,93,7.856138718,7,6,1
4/8/2024,3255,20,Female,23.53,7.24,7.71,1,71,103,83,8.645492971,9,3,9
3/28/2024,3678,51,Female,21.17,3.93,6.76,10,48,239,127,8.135165856,7,3,9
12/23/2024,6102,24,Male,22.85,6.09,7.24,5,27,43,79,8.288450835,7,4,2
7/9/2024,9330,52,Male,21.52,4.66,7.14,5,65,72,162,10.89009057,9,1,5
7/29/2024,5779,55,Male,20.05,1.1,5.05,1,4,91,87,8.413638021,7,8,3
5/23/2024,7943,36,Female,22.57,6.61,8.04,9,6,87,143,11.66066799,4,10,2
5/12/2024,1249,29,Female,23.63,5.08,5.44,9,41,297,32,8.246190088,6,7,9
8/31/2024,8532,25,Female,21.03,3.15,6.12,6,70,69,90,5.261924926,6,6,3
9/20/2024,9933,20,Male,21.1,2.38,5.28,8,25,33,121,11.94630381,7,5,4
8/1/2024,5180,43,Male,20.67,2.21,5.54,7,63,157,76,8.750245056,7,1,5
1/11/2024,1142,20,Female,20.37,4.81,8.45,9,14,92,16,8.144617322,8,5,9
1/16/2024,1605,55,Female,20.1,5.22,9.12,7,31,268,157,4.242713975,5,10,4
5/21/2024,6902,33,Female,21.48,3.61,6.12,4,48,34,22,7.36232208,6,3,3
6/13/2024,2552,26,Male,23.93,5.28,5.34,9,77,87,112,9.681372859,10,4,9
2/14/2024,9022,33,Male,22.78,4.29,5.51,5,70,14,70,4.352526893,9,6,8
12/15/2024,2077,56,Female,22.35,6.37,8.02,9,42,298,20,9.461515033,3,8,5
12/15/2024,8081,21,Male,22.77,5.44,6.67,5,25,188,137,9.326344762,6,8,5
9/8/2024,8732,58,Male,20.97,4.69,7.73,2,46,106,152,7.831735293,7,1,7
9/14/2024,5370,37,Female,20.68,5.99,9.31,1,88,195,93,8.829954309,7,3,2
2/14/2024,6293,56,Male,21.28,4.99,7.7,7,19,76,34,6.342502841,8,9,1
3/17/2024,5016,44,Male,22.53,6.15,7.61,9,76,34,125,5.06203448,5,8,7
10/13/2024,3258,41,Female,20.37,4.65,8.28,9,82,270,97,10.88582848,3,1,4
4/19/2024,7507,30,Female,22.22,5.74,7.53,2,61,148,102,11.87322293,5,8,4
3/26/2024,5456,53,Female,23.8,9.21,9.41,4,39,282,136,7.859601885,8,1,9
5/8/2024,1571,46,Male,21.82,2.51,4.69,8,20,283,33,7.090791279,6,8,1
4/18/2024,1198,35,Male,23.92,7.28,7.36,10,70,155,20,10.07242855,10,4,1
6/8/2024,9762,44,Male,20.9,3.13,6.23,10,83,123,33,10.80584548,5,2,10
4/16/2024,7096,20,Male,23.95,7.66,7.71,1,4,115,159,7.602596705,5,8,6
4/26/2024,4571,21,Female,21.3,3.11,5.81,9,40,59,111,9.883765599,8,10,7
1/23/2024,8727,57,Female,21.67,5.22,7.56,5,56,272,70,11.29803649,9,10,6
12/6/2024,5409,32,Male,22.18,5.35,7.17,10,32,167,14,7.217251055,7,2,1
5/9/2024,1842,34,Female,22.63,5.69,7.06,5,49,22,121,8.58578366,8,10,9
9/1/2024,2715,33,Male,21.8,4.56,6.76,6,41,156,103,9.727381879,9,3,6
3/20/2024,7952,51,Female,23.92,7.57,7.65,5,4,243,29,8.881558653,2,5,3
10/28/2024,8032,28,Male,23.27,8.14,8.87,2,39,152,149,8.221643367,6,9,5
6/26/2024,3889,22,Male,23.93,5.19,5.25,1,88,245,136,9.915303115,4,9,6
2/10/2024,7905,20,Male,23.93,7.09,7.15,2,77,42,122,10.22327187,7,2,7
7/18/2024,7646,28,Male,23.07,4.06,4.99,5,54,36,55,4.737343668,6,5,9
7/21/2024,6160,30,Male,22.2,6.82,8.62,1,71,118,31,5.005684356,4,9,3
6/13/2024,8283,39,Female,21.52,6.26,8.75,1,36,176,176,9.960580917,6,7,6
4/30/2024,7744,37,Male,20.35,1.96,5.61,10,26,187,161,10.96052283,4,7,7
2/6/2024,3490,53,Female,22.65,4.79,6.14,4,43,288,109,11.0375177,8,5,2
5/23/2024,9032,50,Female,22.18,3.65,5.47,7,75,244,30,7.390988049,8,4,3
9/1/2024,9509,56,Female,20.8,4.52,7.72,5,69,159,10,11.53874806,7,7,2
12/26/2024,3535,50,Male,20.93,4.91,7.98,7,58,32,40,4.605735177,7,9,9
4/14/2024,9370,35,Female,21.6,5.06,7.46,1,5,134,132,8.130360769,6,1,9
2/11/2024,1730,51,Female,21.1,2.23,5.13,7,49,25,153,6.911195252,9,4,10
8/1/2024,5403,54,Female,21.63,3.95,6.31,2,79,77,123,9.36456679,6,7,10
4/6/2024,7392,46,Male,20.82,6.19,9.38,7,3,63,73,9.410787052,7,7,10
4/19/2024,9421,21,Male,20.8,4.39,7.59,4,2,10,4,10.40336593,8,9,6
12/13/2024,9684,41,Female,22.92,6.69,7.77,8,51,124,5,5.016652898,4,9,10
2/4/2024,2608,22,Male,22.17,6.77,8.61,8,87,96,131,5.623779021,9,10,1
1/7/2024,1461,56,Female,23.62,5.12,5.51,8,64,16,89,8.717314451,7,2,6
11/22/2024,8665,25,Female,22.62,3.56,4.94,5,26,55,124,7.824861233,5,1,6
1/1/2024,6762,26,Male,23.2,6.01,6.81,9,20,22,153,7.985448756,8,8,3
1/27/2024,9120,29,Male,21.45,6.29,8.84,4,76,154,28,4.760874994,8,10,3
8/16/2024,3586,23,Female,21.72,2.54,4.83,7,43,153,42,8.322918981,7,1,2
4/2/2024,1680,45,Female,22.15,3.7,5.55,7,17,6,154,11.98677425,5,5,2
3/23/2024,4023,29,Male,22.33,4.8,6.47,9,71,211,73,6.673261807,10,8,4
2/18/2024,3227,39,Male,21.77,6.98,9.21,1,6,118,30,8.619964371,7,3,9
7/19/2024,1153,19,Male,20.13,2.39,6.26,1,88,60,170,8.786288466,9,7,3
11/7/2024,1928,55,Male,21.95,2.51,4.56,5,79,212,163,8.430834275,4,9,2
5/14/2024,9861,28,Female,20.52,5.97,9.46,3,46,267,36,9.896539651,6,7,7
11/1/2024,3864,52,Female,22.87,7.49,8.62,8,46,42,147,5.780429678,7,6,5
5/2/2024,2778,52,Male,22.25,6.81,8.56,1,56,221,46,9.613063672,7,7,2
4/10/2024,5380,38,Male,20.1,5.27,9.17,7,4,14,4,5.199445516,5,1,2
7/12/2024,2286,21,Female,22.67,3.7,5.03,5,24,55,0,9.230998985,3,6,1
9/4/2024,8287,20,Male,23.1,4.15,5.05,6,60,150,29,6.173660151,8,5,7
4/23/2024,2540,19,Female,20.45,1.18,4.73,1,65,229,153,4.312819483,9,3,3
5/10/2024,5245,31,Male,21.25,5.16,7.91,10,70,282,78,9.772112515,9,7,8
4/4/2024,9102,30,Female,22.28,5.21,6.93,4,27,15,17,6.252594287,7,8,6
5/24/2024,1109,37,Male,22.72,4.81,6.09,6,49,51,69,8.803645498,10,7,3
8/6/2024,9932,58,Male,23.92,6.42,6.51,7,14,225,7,8.333843435,5,3,1
4/15/2024,8896,30,Female,23.13,6.07,6.94,8,83,249,106,5.113962969,4,2,1
3/24/2024,9713,46,Female,20.88,3.36,6.48,10,12,46,102,10.65790353,6,5,10
7/26/2024,2987,31,Female,20.7,1.27,4.57,10,35,285,115,9.618734634,10,10,7
7/22/2024,3241,31,Female,22.37,3.46,5.1,6,54,67,87,5.111751935,7,9,10
4/27/2024,1887,50,Female,21.78,3.95,6.17,6,68,46,166,11.55558866,4,6,7
9/11/2024,6350,28,Female,22.92,4.47,5.55,9,15,282,99,10.37326699,5,7,5
6/29/2024,8094,55,Female,20.07,1.8,5.73,10,52,49,156,8.923351443,7,10,2
8/10/2024,1847,59,Female,21.82,5.89,8.07,10,47,184,8,7.439959308,8,3,2
3/19/2024,2807,38,Male,20.42,2.06,5.65,4,83,196,8,11.56615437,8,2,7
1/13/2024,2714,28,Male,23.88,8.69,8.81,5,54,187,168,9.205691752,6,6,2
6/25/2024,6618,41,Male,20.97,2.93,5.96,5,57,62,15,4.825598495,10,4,2
11/4/2024,4111,47,Male,21.17,5.36,8.19,10,39,129,47,8.724692848,8,2,3
5/14/2024,7999,30,Male,23.92,8.11,8.19,10,34,87,96,5.630208274,7,8,1
12/2/2024,4305,21,Male,20.1,2.17,6.07,3,7,256,7,4.433621308,9,4,7
5/4/2024,5239,51,Male,21.82,3.63,5.82,8,5,63,27,10.0080953,5,1,8
6/27/2024,1397,27,Male,20.28,5.58,9.3,1,86,271,23,8.84320107,7,9,7
3/10/2024,1048,37,Female,23.65,8.17,8.52,1,32,294,111,8.444633542,5,5,7
5/24/2024,9007,29,Male,22.83,3.91,5.08,10,15,91,8,5.616368998,8,9,10
12/3/2024,5145,32,Female,22.35,7.37,9.02,2,42,150,63,6.452792612,9,1,7
6/3/2024,4493,22,Male,20.12,0.87,4.75,4,3,164,126,10.38345033,5,6,8
10/6/2024,6656,27,Female,21.73,3.99,6.26,10,82,81,22,6.496278065,9,1,2
4/16/2024,8802,26,Male,20.18,3.87,7.69,1,35,277,81,4.475173032,4,8,6
6/6/2024,5715,33,Female,20.78,5.93,9.15,10,82,55,74,10.28195242,5,5,3
11/7/2024,4481,40,Male,20.27,4.9,8.63,6,26,217,165,8.156667745,5,5,4
12/13/2024,4524,49,Female,23.48,4.75,5.27,10,79,199,75,9.400087969,3,10,4
5/19/2024,4659,36,Male,21.27,4.17,6.91,7,40,11,78,6.237291256,4,4,7
10/19/2024,7981,46,Male,20.87,3.65,6.78,2,18,137,45,10.58122767,6,5,5
3/30/2024,1247,32,Female,22.35,4.31,5.96,5,82,1,93,7.905015628,7,1,1
8/12/2024,8398,23,Female,23.38,5.21,5.83,2,33,1,135,6.373982665,9,8,9
6/23/2024,3614,39,Female,23.07,4.29,5.22,9,16,280,87,10.52583056,4,3,3
2/19/2024,4120,56,Female,21.42,5.28,7.86,6,12,262,170,7.660340398,6,3,8
10/1/2024,8880,45,Male,22.22,6.35,8.13,7,18,119,165,4.961977812,4,8,1
6/30/2024,1186,42,Male,21.72,6.67,8.95,3,78,174,174,5.317652217,9,7,10
12/20/2024,1857,24,Female,20.6,4.92,8.32,8,58,19,81,8.208988894,4,3,7
10/4/2024,8816,49,Male,20.57,4.12,7.55,8,29,105,81,9.044994991,8,5,1
9/3/2024,9049,23,Female,22.73,7.67,8.94,9,82,123,47,9.027776087,8,9,10
12/16/2024,6457,22,Male,22.07,3.26,5.19,6,53,47,48,11.11452995,9,2,3
6/8/2024,1693,53,Male,22.55,7.69,9.14,1,79,271,171,8.047478575,9,3,2
8/9/2024,3631,27,Male,22.32,6.26,7.94,5,84,128,161,9.866205567,5,3,8
4/16/2024,5430,40,Male,22.42,3.08,4.66,6,81,155,78,7.599509297,4,1,5
2/26/2024,9648,45,Male,22.2,5.55,7.35,10,78,84,68,8.818381516,7,2,10
3/28/2024,2164,46,Male,21.37,6.11,8.75,8,86,73,37,4.859650769,8,1,2
3/19/2024,8566,23,Female,20.83,5.71,8.88,2,28,45,121,8.801654861,7,4,4
10/1/2024,8233,32,Female,23.15,7,7.85,1,12,288,132,5.528497115,9,8,3
10/25/2024,8254,35,Female,23.97,4.78,4.81,10,0,112,36,8.64906939,9,3,3
10/18/2024,9711,22,Female,23.58,6.33,6.75,5,29,150,143,6.655986354,7,4,5
4/19/2024,7233,54,Female,20.83,3.66,6.83,3,61,178,27,4.915862551,8,9,4
2/11/2024,2738,47,Female,20.85,4.57,7.72,3,84,186,152,6.833349917,5,9,4
5/18/2024,8352,30,Female,23.1,3.88,4.78,6,87,206,128,10.11552582,6,2,9
12/19/2024,5830,30,Male,22.63,6.12,7.49,4,62,9,153,7.409317263,6,2,4
2/1/2024,2094,22,Female,23.33,4.51,5.18,3,56,164,74,11.88007798,5,7,9
5/28/2024,1539,57,Female,21,5.95,8.95,3,12,48,117,10.25612268,5,5,10
2/3/2024,7051,40,Female,23.83,8.55,8.71,1,13,272,121,7.965573581,7,1,3
10/22/2024,5046,54,Male,23.3,7.38,8.08,6,72,60,140,4.704161047,10,2,7
7/28/2024,5595,33,Male,20.18,2.12,5.94,5,26,139,144,11.47995545,5,9,5
3/24/2024,7231,37,Female,22.78,8.03,9.24,8,71,97,38,11.02397213,4,7,6
4/6/2024,8118,53,Male,22.43,7.67,9.24,2,54,96,79,11.85006062,7,10,3
10/12/2024,6124,22,Male,23.92,9.19,9.27,2,67,113,21,7.470187213,7,2,9
1/4/2024,2376,18,Male,21.03,4.51,7.48,7,60,94,40,10.26337322,6,6,9
4/14/2024,1048,57,Female,22.48,3.27,4.79,7,33,120,169,10.80841109,5,1,6
10/20/2024,1220,28,Female,20.98,4.13,7.14,3,23,293,2,4.707237551,8,6,2
10/7/2024,5444,57,Male,22.52,7.12,8.61,8,20,126,28,8.441905839,7,1,8
12/14/2024,6022,50,Male,22.03,2.96,4.93,3,37,98,150,6.66329475,4,5,10
5/11/2024,5418,27,Female,22.28,4.52,6.23,4,34,235,12,8.304361065,7,9,4
7/4/2024,4326,29,Female,22.72,8.04,9.32,5,85,257,126,9.464914286,10,10,8
3/19/2024,8258,55,Male,20.22,3.29,7.07,1,45,173,163,9.789168183,9,6,9
1/6/2024,4190,48,Female,22.23,4.78,6.55,3,27,288,139,8.556094955,8,9,5
2/11/2024,7499,42,Male,21.67,2.67,5.01,6,20,82,160,11.44696493,10,5,8
10/29/2024,7297,57,Male,20.22,4.62,8.4,10,83,241,115,5.635687088,8,9,3
5/5/2024,4706,53,Female,21.07,4.71,7.65,3,11,89,82,5.0623655,5,4,9
9/1/2024,1065,53,Female,20.02,4.84,8.82,1,71,191,43,7.297396004,4,2,8
4/11/2024,6412,35,Female,21.9,5.35,7.45,3,45,110,176,8.026163585,6,5,6
4/7/2024,1384,36,Female,22.37,3.33,4.96,2,1,203,22,9.208196013,5,2,3
5/26/2024,7207,44,Male,21.17,3.43,6.27,6,20,245,138,8.394579835,5,1,8
1/24/2024,9595,54,Female,23.98,4.68,4.7,1,50,95,104,7.508923354,5,2,4
8/8/2024,1657,39,Male,20.78,2.43,5.64,3,61,263,75,9.501674022,8,10,5
10/12/2024,9052,52,Female,22.37,4.56,6.19,8,49,157,146,6.838404558,6,3,6
1/13/2024,5533,32,Male,23.72,7.13,7.42,5,32,83,153,7.009911481,7,10,1
4/21/2024,4167,57,Female,23.6,7.94,8.34,9,73,131,98,10.83564067,6,1,3
12/24/2024,9893,27,Male,21.9,4.42,6.52,1,25,165,21,11.61841108,5,3,2
8/27/2024,5530,37,Female,21.42,5.65,8.23,3,23,209,170,9.207748575,4,10,10
1/12/2024,7764,46,Female,20.47,1.12,4.65,3,7,271,42,7.212764899,8,9,8
7/11/2024,2348,29,Male,22.95,3.65,4.7,9,48,111,127,10.85267555,6,9,3
4/30/2024,3220,51,Female,22.53,4.59,6.05,8,22,145,13,4.761484739,4,5,5
11/1/2024,5182,57,Male,21.47,5.52,8.05,10,68,288,167,4.427595163,9,8,9
1/22/2024,8749,36,Male,20.55,1.14,4.59,8,44,36,150,11.48978122,4,2,5
3/24/2024,3074,22,Female,20.4,1.42,5.02,8,53,282,155,7.184787731,7,9,9
9/3/2024,6387,19,Male,23.98,9.05,9.06,4,60,107,98,11.22203737,7,2,8
8/14/2024,4745,20,Male,21.95,6.72,8.77,9,55,268,25,8.342907819,8,6,10
11/20/2024,6003,46,Male,21.95,7.17,9.22,8,9,211,15,6.891478521,10,3,7
